MIN_FPS, AVG_FPS, MAX_FPS, CUBES,
110, 544, 625, 0,
74, 104, 108, 2500,
93, 521, 624, 0,
113, 198, 212, 2500,
86, 129, 135, 5000,
68, 92, 96, 7500,
68, 72, 75, 10000,
57, 58, 60, 12500,
40, 48, 50, 15000,
36, 41, 43, 17500,
35, 36, 37, 20000,
25, 30, 31, 22500,
28, 28, 30, 25000,
21, 24, 26, 27500,
19, 22, 23, 30000,
