FPS, CUBES,
555, 1
185, 2
395, 3
394, 4
423, 5
367, 6
385, 7
396, 8
302, 9
426, 10
435, 11
410, 12
414, 13
410, 14
400, 15
439, 16
308, 17
429, 18
422, 19
446, 20
456, 21
389, 22
444, 23
405, 24
281, 25
435, 26
387, 27
417, 28
397, 29
431, 30
415, 31
433, 32
261, 33
433, 34
429, 35
392, 36
433, 37
406, 38
410, 39
243, 40
366, 41
432, 42
169, 43
363, 44
398, 45
264, 46
404, 47
432, 48
424, 49
408, 50
386, 51
394, 52
413, 53
263, 54
397, 55
416, 56
388, 57
420, 58
412, 59
401, 60
401, 61
230, 62
400, 63
394, 64
427, 65
443, 66
407, 67
440, 68
236, 69
402, 70
426, 71
426, 72
437, 73
428, 74
374, 75
349, 76
235, 77
399, 78
421, 79
367, 80
397, 81
405, 82
442, 83
242, 84
378, 85
327, 86
342, 87
381, 88
414, 89
385, 90
237, 91
408, 92
390, 93
400, 94
414, 95
431, 96
402, 97
230, 98
367, 99
382, 100
236, 101
381, 102
416, 103
410, 104
223, 105
401, 106
405, 107
388, 108
435, 109
405, 110
395, 111
233, 112
371, 113
412, 114
410, 115
397, 116
409, 117
444, 118
215, 119
392, 120
393, 121
379, 122
415, 123
383, 124
393, 125
234, 126
424, 127
405, 128
399, 129
393, 130
404, 131
399, 132
392, 133
223, 134
360, 135
418, 136
428, 137
372, 138
418, 139
409, 140
213, 141
382, 142
396, 143
409, 144
395, 145
393, 146
349, 147
217, 148
403, 149
381, 150
415, 151
408, 152
387, 153
384, 154
224, 155
381, 156
389, 157
408, 158
377, 159
347, 160
378, 161
215, 162
410, 163
377, 164
376, 165
381, 166
408, 167
403, 168
222, 169
374, 170
375, 171
367, 172
375, 173
407, 174
371, 175
220, 176
366, 177
372, 178
386, 179
361, 180
382, 181
219, 182
418, 183
387, 184
414, 185
406, 186
408, 187
378, 188
358, 189
217, 190
401, 191
414, 192
392, 193
389, 194
371, 195
400, 196
215, 197
337, 198
354, 199
371, 200
337, 201
386, 202
214, 203
365, 204
393, 205
394, 206
387, 207
373, 208
381, 209
208, 210
368, 211
350, 212
381, 213
362, 214
369, 215
381, 216
226, 217
389, 218
392, 219
359, 220
377, 221
383, 222
372, 223
219, 224
375, 225
357, 226
373, 227
389, 228
366, 229
219, 230
407, 231
394, 232
371, 233
378, 234
376, 235
361, 236
217, 237
372, 238
370, 239
352, 240
369, 241
384, 242
372, 243
215, 244
395, 245
382, 246
406, 247
370, 248
320, 249
335, 250
215, 251
368, 252
400, 253
386, 254
349, 255
354, 256
212, 257
366, 258
376, 259
331, 260
384, 261
340, 262
413, 263
205, 264
381, 265
363, 266
395, 267
374, 268
353, 269
214, 270
367, 271
325, 272
356, 273
391, 274
363, 275
364, 276
211, 277
384, 278
340, 279
367, 280
345, 281
370, 282
206, 283
371, 284
356, 285
165, 286
352, 287
358, 288
216, 289
368, 290
395, 291
308, 292
383, 293
379, 294
211, 295
355, 296
355, 297
354, 298
389, 299
358, 300
336, 301
197, 302
360, 303
361, 304
381, 305
379, 306
353, 307
183, 308
373, 309
386, 310
367, 311
348, 312
370, 313
362, 314
195, 315
351, 316
357, 317
360, 318
350, 319
364, 320
209, 321
358, 322
341, 323
376, 324
353, 325
380, 326
196, 327
356, 328
369, 329
362, 330
344, 331
375, 332
360, 333
196, 334
365, 335
327, 336
338, 337
356, 338
350, 339
200, 340
361, 341
327, 342
357, 343
373, 344
300, 345
195, 346
367, 347
368, 348
348, 349
366, 350
348, 351
343, 352
197, 353
352, 354
322, 355
314, 356
375, 357
355, 358
205, 359
343, 360
352, 361
341, 362
365, 363
362, 364
204, 365
341, 366
352, 367
343, 368
385, 369
345, 370
185, 371
359, 372
342, 373
363, 374
377, 375
338, 376
193, 377
327, 378
353, 379
355, 380
354, 381
322, 382
344, 383
201, 384
364, 385
316, 386
369, 387
328, 388
359, 389
201, 390
311, 391
331, 392
333, 393
332, 394
359, 395
191, 396
342, 397
370, 398
352, 399
316, 400
303, 401
193, 402
334, 403
363, 404
316, 405
346, 406
332, 407
199, 408
348, 409
321, 410
