FPS, CUBES,
565, 1
183, 2
430, 3
407, 4
425, 5
438, 6
451, 7
438, 8
302, 9
421, 10
417, 11
336, 12
319, 13
386, 14
436, 15
418, 16
301, 17
432, 18
454, 19
418, 20
443, 21
402, 22
437, 23
375, 24
249, 25
417, 26
431, 27
450, 28
445, 29
455, 30
434, 31
433, 32
255, 33
401, 34
434, 35
426, 36
445, 37
389, 38
413, 39
92, 40
190, 41
344, 42
383, 43
248, 44
419, 45
394, 46
427, 47
420, 48
439, 49
448, 50
385, 51
257, 52
421, 53
395, 54
420, 55
452, 56
373, 57
429, 58
252, 59
404, 60
427, 61
427, 62
405, 63
429, 64
422, 65
369, 66
246, 67
377, 68
400, 69
405, 70
409, 71
398, 72
435, 73
245, 74
423, 75
395, 76
398, 77
389, 78
354, 79
389, 80
234, 81
411, 82
400, 83
398, 84
416, 85
383, 86
435, 87
430, 88
236, 89
364, 90
419, 91
363, 92
422, 93
381, 94
436, 95
219, 96
403, 97
384, 98
419, 99
399, 100
233, 101
410, 102
235, 103
412, 104
405, 105
423, 106
428, 107
406, 108
418, 109
232, 110
416, 111
382, 112
414, 113
376, 114
366, 115
398, 116
242, 117
379, 118
430, 119
385, 120
412, 121
424, 122
419, 123
423, 124
221, 125
386, 126
407, 127
416, 128
399, 129
420, 130
379, 131
213, 132
383, 133
384, 134
419, 135
403, 136
400, 137
380, 138
217, 139
378, 140
381, 141
392, 142
389, 143
378, 144
387, 145
224, 146
410, 147
385, 148
391, 149
372, 150
393, 151
408, 152
226, 153
391, 154
356, 155
351, 156
376, 157
408, 158
421, 159
219, 160
383, 161
405, 162
413, 163
404, 164
406, 165
367, 166
213, 167
398, 168
414, 169
358, 170
397, 171
360, 172
377, 173
216, 174
375, 175
400, 176
403, 177
394, 178
357, 179
365, 180
217, 181
383, 182
365, 183
335, 184
388, 185
393, 186
360, 187
217, 188
380, 189
339, 190
372, 191
406, 192
367, 193
214, 194
385, 195
396, 196
397, 197
418, 198
404, 199
391, 200
186, 201
393, 202
388, 203
401, 204
408, 205
413, 206
390, 207
211, 208
358, 209
381, 210
406, 211
